DistrictID,Autism,Kstudent,Rate,Area_km,LC11,LC21,LC2B,LC31,LC4,LC52,LC71,LC8,LC9,Avecanopy,Prdcan100,Prdcan50,Roadensity,Rd4,Pop,Popm,Popf,Malep,Femalep,Popden,Age19l,Age65m,Whitep,Blackp,Asisanp,Vehicle0,Unemploy,Income_median,Income_sd_median,RLC2b,RLC4,RLC71,Rcanopy,Rroadcan100,Rroadcan50,LC1106,LC2106,LC2B06,LC3106,LC406,LC5206,LC7106,LC806,LC906,RLC2B06,RLC406,RLC7106
219,0,50,0.00,367.8,0.34,2.07,0.1,1.03,62.8,28.33,3.84,0,0.02,56.78,22.05,20.01,0.041,1,1270,520,750,40.94,59.06,3.45,23.86,9.21,98.5,0,1.5,1.39,17.13,39792,3.9792,0.01,6.28,0.384,5.678,2.205,2.001,0.34,2.07,0.1,0.89,63.33,28.15,3.65,0,0.02,0.01,6.333,0.365
221,1,201,4.98,1010.3,0.27,2.47,0.09,0.15,84.16,12.38,0.47,0,0.02,62.15,53.75,48.55,0.054,1,4181,2003,2178,47.91,52.09,4.14,24.32,18.56,91.84,0.65,5.26,1.62,9.6,57261,5.7261,0.009,8.416,0.047,6.215,5.375,4.855,0.27,2.47,0.09,0.15,84.99,11.57,0.44,0,0.02,0.009,8.499,0.044
222,0,8,0.00,0.2,0,17.7,1.56,0,69.3,4.36,7.07,0,0,55.67,56.92,54.87,2.861,4,101,46,55,45.54,54.46,505.00,20.79,36.63,13.86,0,4.95,0,0,71750,7.175,0.156,6.93,0.707,5.567,5.692,5.487,0,17.77,1.6,0,68.92,4.47,7.25,0,0,0.16,6.892,0.725
223,1,741,1.35,59.2,2.98,10.79,8.11,0,59.8,12.52,5.1,0,0.69,62.4,40.97,38.55,0.457,3,11717,5425,6292,46.30,53.70,197.92,24,21.05,91.35,2.16,5.66,5.13,5.54,93661,9.3661,0.811,5.98,0.51,6.24,4.097,3.855,2.99,10.78,8.07,0,59.85,12.53,5.09,0,0.7,0.807,5.985,0.509
224,1,119,8.40,63.7,0.04,8.43,4.89,0.02,44.58,26.79,10.32,4.79,0.13,40.86,15.08,14.45,0.168,2,3693,1625,2068,44.00,56.00,57.97,12.08,55.65,94.88,1.19,2.63,2.01,4.91,59110,5.911,0.489,4.458,1.032,4.086,1.508,1.445,0.05,8.51,4.81,0.02,44.58,26.79,10.31,4.79,0.13,0.481,4.458,1.031
225,18,1840,9.78,784.7,0.15,5.86,0.88,6.21,7.49,66.09,11.81,1.17,0.34,1.94,0.39,0.31,0.287,3,18600,9810,8790,52.74,47.26,23.70,31.3,8.04,60.1,5.73,0.94,4.47,8.34,50195,5.0195,0.088,0.749,1.181,0.194,0.039,0.031,0.13,5.87,0.87,6.24,7.49,66.4,11.79,0.88,0.33,0.087,0.749,1.179
226,4,568,7.04,745.7,3.73,1.81,1.19,0.02,24.83,49.94,18.01,0.03,0.45,22.24,11.18,9.77,0.162,2,11322,5612,5710,49.57,50.43,15.18,17.77,29.36,94.24,1.33,0.58,4.56,6.75,26382,2.6382,0.119,2.483,1.801,2.224,1.118,0.977,3.72,1.81,1.19,0.01,25.84,48.94,18.03,0.03,0.43,0.119,2.584,1.803
227,3,607,4.94,25.4,0.05,6.27,13.12,0.09,0,0,0.46,79.71,0.31,1.67,0.94,0.32,0.962,4,4875,2427,2448,49.78,50.22,191.93,33.42,8.66,79.49,3.38,2.58,1.53,15.64,52598,5.2598,1.312,0,0.046,0.167,0.094,0.032,0.05,5.83,11.68,0.17,0,0,0.46,81.5,0.31,1.168,0,0.046
228,3,1709,1.76,609.1,0.09,5.73,1.63,5.64,4.61,18.84,41.65,20.18,1.63,4.71,1.32,0.69,0.209,2,14077,7066,7011,50.20,49.80,23.11,41.54,4.87,77.05,1.11,1.47,6.65,16.07,53080,5.308,0.163,0.461,4.165,0.471,0.132,0.069,0.08,5.75,1.57,5.65,4.61,18.92,41.76,20,1.65,0.157,0.461,4.176
229,0,337,0.00,35.4,0.54,4.07,2.85,0.38,0,0.06,1.19,90.66,0.26,0.08,0.23,0.23,0.220,2,3194,1564,1630,48.97,51.03,90.23,42.42,8.02,86.16,0,4.73,8.19,11.85,43409,4.3409,0.285,0,0.119,0.008,0.023,0.023,0.54,4.06,2.8,0.38,0,0.06,1.19,90.72,0.26,0.28,0,0.119
230,1,473,2.11,116.8,0.08,3.12,1.22,0.15,0,0,2.84,92.58,0.01,0.19,0.1,0.13,0.184,2,2874,1600,1274,55.67,44.33,24.61,35.35,6.68,83.75,3.62,1.84,0.53,10.96,73102,7.3102,0.122,0,0.284,0.019,0.01,0.013,0.07,3.09,1.19,0.15,0,0,2.83,92.65,0.01,0.119,0,0.283
231,3,1558,1.93,122.4,0.37,4.56,6.68,0.28,0,0.03,1.84,85.88,0.35,0.31,0.11,0.11,0.452,3,14750,7231,7519,49.02,50.98,120.51,34.67,10.46,79.27,0.42,3.02,4.56,7.15,61338,6.1338,0.668,0,0.184,0.031,0.011,0.011,0.52,4.61,6.45,0.31,0,0.03,1.87,85.85,0.35,0.645,0,0.187
232,0,59,0.00,48.5,1.03,4.6,0.28,1.02,9.32,0.01,48.54,32.11,3.08,2.28,1.57,1.1,0.119,1,415,236,179,56.87,43.13,8.56,35.9,9.64,70.12,0,2.17,1.5,9.88,60417,6.0417,0.028,0.932,4.854,0.228,0.157,0.11,1.03,4.6,0.28,1.02,9.32,0,47.12,33.54,3.08,0.028,0.932,4.712
233,2,287,6.97,180.1,0.36,3.31,1.68,0.2,0,0,2.33,92.09,0.02,0.01,0.02,0,0.216,2,1610,812,798,50.43,49.57,8.94,23.66,19.75,88.76,5.4,1.8,2.76,4.5,50000,5,0.168,0,0.233,0.001,0.002,0,0.28,3.3,1.61,0.24,0,0,2.33,92.21,0.02,0.161,0,0.233
234,0,12,0.00,771.4,0.32,4.35,0.07,0.11,65.75,27.32,1.39,0.06,0.63,64.5,34.38,34.77,0.081,1,580,305,275,52.59,47.41,0.75,21.21,21.9,95.34,0.52,0.17,5.13,17.53,30987,3.0987,0.007,6.575,0.139,6.45,3.438,3.477,0.32,4.35,0.08,0.11,65.95,27.32,1.18,0.06,0.63,0.008,6.595,0.118
235,0,23,0.00,315.3,0.31,1.56,0,0.09,73.03,14.2,10.81,0,0,72.22,52.38,50.48,0.154,2,384,177,207,46.09,53.91,1.22,23.44,19.01,90.1,0.52,4.17,1.21,20,55000,5.5,0,7.303,1.081,7.222,5.238,5.048,0.3,1.56,0,0.1,73.25,14.12,10.67,0,0,0,7.325,1.067
236,1,94,10.64,239.4,0.17,1.89,0.14,0.03,0.94,2.73,89.5,4.42,0.18,1.01,0.49,0.26,0.099,1,514,262,252,50.97,49.03,2.15,25.68,11.09,95.33,2.14,0.58,3.7,11.16,60000,6,0.014,0.094,8.95,0.101,0.049,0.026,0.17,1.89,0.13,0.03,0.95,2.74,90.27,3.64,0.18,0.013,0.095,9.027
237,1,306,3.27,80.8,5.23,3.23,2.2,0.13,0,0.01,8.15,72.38,8.66,1.12,0.4,0.2,0.166,2,2543,1406,1137,55.29,44.71,31.47,29.02,9.91,75.34,4.17,4.33,1.77,8.42,68250,6.825,0.22,0,0.815,0.112,0.04,0.02,5.24,3.24,2.11,0.13,0,0.01,8.18,72.63,8.45,0.211,0,0.818
238,0,8,0.00,83.7,1.72,2.34,0.19,0,0.02,4.91,82.27,6.36,2.21,2.58,4.43,3.8,0.284,2,63,25,38,39.68,60.32,0.75,9.52,22.22,69.84,0,0,11.76,0,61250,6.125,0.019,0.002,8.227,0.258,0.443,0.38,1.72,2.33,0.18,0,0.02,4.91,83.42,5.21,2.21,0.018,0.002,8.342
239,50,3685,13.57,16.7,0,7.12,92.14,0.04,0.06,0,0.56,0.06,0,1.05,0.76,0.81,1.907,4,49340,24658,24682,49.98,50.02,2954.49,30.38,10.26,56.07,1.75,8.96,5.28,6.78,62017,6.2017,9.214,0.006,0.056,0.105,0.076,0.081,0,7.32,91.85,0.12,0.06,0,0.57,0.08,0,9.185,0.006,0.057
240,82,8291,9.89,68.3,2.91,13.71,72.66,0,0.1,6.97,2.18,0.02,1.46,0.91,0.7,0.57,2.570,4,123526,58804,64722,47.60,52.40,1808.58,26.37,13.71,78.23,9.51,8.21,5.61,7.79,60107,6.0107,7.266,0.01,0.218,0.091,0.07,0.057,3.57,13.82,72.35,0,0.1,7.05,2.28,0.02,0.81,7.235,0.01,0.228
241,18,2082,8.65,49.6,0.59,38.21,17.45,0.05,30.51,1.58,11.17,0.07,0.36,42.61,32.59,29.41,1.342,4,27244,13429,13815,49.29,50.71,549.27,27.77,15.49,89.19,1.17,10.66,1.91,4.45,125896,12.5896,1.745,3.051,1.117,4.261,3.259,2.941,0.59,38.29,17.37,0.05,30.52,1.58,11.17,0.07,0.36,1.737,3.052,1.117
242,0,24,0.00,97.4,1.64,1.09,0.17,0,22.91,18.68,53.02,0.19,2.28,20.17,10.35,8.53,0.117,1,431,198,233,45.94,54.06,4.43,12.53,42.69,93.27,0.7,0,2.11,0.74,56563,5.6563,0.017,2.291,5.302,2.017,1.035,0.853,1.64,1.09,0.18,0,22.87,18.74,53.01,0.19,2.29,0.018,2.287,5.301
243,25,2050,12.20,40,0.74,16.53,25.2,1.03,39.76,12.08,4.23,0,0.41,33.84,13.49,10.6,1.034,4,35817,18093,17724,50.52,49.48,895.43,22.84,10.71,71.97,3.8,21.98,,5.91,88305,8.8305,2.52,3.976,0.423,3.384,1.349,1.06,0.75,16.73,24.83,1.03,39.81,12.17,4.28,0,0.41,2.483,3.981,0.428
244,0,59,0.00,44.4,0.09,6.7,0.81,0.02,20.47,21.87,40.22,8.11,1.71,20.38,8.69,8.42,0.307,3,239,119,120,49.79,50.21,5.38,40.59,12.13,74.9,0.84,5.44,7.35,4.24,73750,7.375,0.081,2.047,4.022,2.038,0.869,0.842,0.09,6.71,0.8,0.02,20.47,21.87,40.23,8.11,1.71,0.08,2.047,4.023
245,0,207,0.00,42.7,2.64,11.59,0.89,0.2,62.13,11.16,11.21,0,0.17,57.89,28.73,25.08,0.252,2,3859,1929,1930,49.99,50.01,90.37,19.77,10.94,85.41,7.96,4.2,1.43,1.26,91397,9.1397,0.089,6.213,1.121,5.789,2.873,2.508,2.64,11.58,0.89,0.2,62.16,11.17,11.19,0,0.18,0.089,6.216,1.119
246,1,102,9.80,28.3,0.09,5.32,1.63,5.68,0.61,0.07,6.28,80.21,0.09,5.37,3.26,1.79,0.378,3,573,306,267,53.40,46.60,20.25,32.11,11.52,76.09,0,7.68,2.63,6.27,45833,4.5833,0.163,0.061,0.628,0.537,0.326,0.179,0.09,5.27,1.62,5.93,0.61,0,4.06,82.32,0.09,0.162,0.061,0.406
247,0,84,0.00,82.4,0.09,8.59,0.04,0,84.58,4.85,1.76,0.09,0.01,73.68,66.39,66.09,0.443,3,3011,1607,1404,53.37,46.63,36.54,23.71,11.86,94.12,0,7.34,0.47,7.88,119167,11.9167,0.004,8.458,0.176,7.368,6.639,6.609,0.09,8.55,0.03,0,84.61,4.85,1.76,0.09,0.02,0.003,8.461,0.176
248,6,875,6.86,430.5,0.94,3.54,3.34,0.48,0,1.02,7.1,83.54,0.05,0.01,0.01,0.01,0.331,3,8667,4017,4650,46.35,53.65,20.13,40.06,6.61,74.22,8.4,7.25,0.97,5.06,64194,6.4194,0.334,0,0.71,0.001,0.001,0.001,0.92,3.54,3.28,0.47,0,1,7.12,83.61,0.05,0.328,0,0.712
249,1,233,4.29,143.2,0.41,2.98,1.91,0.41,0,0,2.18,92.06,0.06,0,0,0,0.241,2,2877,1518,1359,52.76,47.24,20.09,34.83,7.65,68.34,16.41,3.41,7.77,18.09,40379,4.0379,0.191,0,0.218,0,0,0,0.36,2.98,1.9,0.41,0,0,2.18,92.12,0.05,0.19,0,0.218
250,22,2875,7.65,182.4,2.61,10.1,11.1,0.37,0.57,63.33,9.63,1.4,0.89,0.46,0.54,0.53,0.284,3,39893,19198,20695,48.12,51.88,218.71,27.05,11.43,92.15,2.5,2.86,4.49,7.21,64624,6.4624,1.11,0.057,0.963,0.046,0.054,0.053,3.06,10.11,10.94,0.33,0.57,63.51,9.62,1.4,0.45,1.094,0.057,0.962
251,9,1230,7.32,60.3,0.87,8.93,18,0.11,0,0,15.79,56.16,0.13,0.27,0.1,0.05,1.043,4,7351,3730,3621,50.74,49.26,121.91,36.08,3.66,46.97,15.59,31.95,1.94,8.4,118367,11.8367,1.8,0,1.579,0.027,0.01,0.005,0.59,9.2,16.35,0.14,0,0,15.96,57.64,0.12,1.635,0,1.596
252,6,1910,3.14,60.2,0.01,5.65,6.53,1.2,0,0,1.17,85.43,0,0.92,0.53,0.1,0.388,3,14960,7762,7198,51.89,48.11,248.50,40.69,6.92,61.21,0.72,1.66,13.15,12.97,31969,3.1969,0.653,0,0.117,0.092,0.053,0.01,0.01,5.54,6.35,1.23,0,0,1.17,85.69,0,0.635,0,0.117
253,78,9522,8.19,218,1.44,10.7,21.32,44.09,0,10.87,8.58,2.28,0.72,0.03,0.02,0.03,1.023,4,107842,52532,55310,48.71,51.29,494.69,35.89,8.8,60.83,19.58,6.03,6.56,9.71,47795,4.7795,2.132,0,0.858,0.003,0.002,0.003,1.02,11.47,19.63,44.43,0,11.25,9.21,2.36,0.62,1.963,0,0.921
254,4,872,4.59,13.9,5.15,17.43,46.37,0.14,19.79,1.87,0.92,0,8.34,32.17,16.26,13.24,1.361,4,13451,6365,7086,47.32,52.68,967.70,20.58,16.67,88.94,1.64,7.68,4.98,3.21,89248,8.9248,4.637,1.979,0.092,3.217,1.626,1.324,5.11,17.48,46.32,0.14,19.81,1.87,0.92,0,8.35,4.632,1.981,0.092
255,14,893,15.68,21,0.27,33.91,28.95,0,12.68,3.47,18.61,1.2,0.91,29.13,17.01,14.05,1.944,4,11538,5582,5956,48.38,51.62,549.43,24.97,21.14,84.26,2.96,12.53,1.96,3.55,136950,13.695,2.895,1.268,1.861,2.913,1.701,1.405,0.27,34.1,28.35,0,12.65,3.46,19.07,1.2,0.91,2.835,1.265,1.907
256,2,219,9.13,953.4,0.16,0.97,0.26,0.22,17.74,22.6,52.62,4.95,0.47,20.38,25.36,21.8,0.018,1,2720,1343,1377,49.38,50.63,2.85,26.36,17.35,78.31,8.46,2.32,6.14,6.22,41364,4.1364,0.026,1.774,5.262,2.038,2.536,2.18,0.17,0.97,0.27,0.21,18.82,21.75,52.28,5.07,0.47,0.027,1.882,5.228
257,0,125,0.00,143.5,0.05,3.13,0.89,0.77,20.52,12.42,62.01,0.03,0.18,16.59,7.11,5.6,0.171,2,2016,1017,999,50.45,49.55,14.05,26.74,9.52,97.82,0,5.9,0.94,3.02,115109,11.5109,0.089,2.052,6.201,1.659,0.711,0.56,0.05,3.17,0.77,0.84,20.67,12.48,61.82,0.03,0.18,0.077,2.067,6.182
258,58,3902,14.86,9.5,0.24,8.01,90.98,0,0,0,0.78,0,0,1.39,1.09,0.93,3.802,4,46769,24311,22458,51.98,48.02,4923.05,32.21,6.88,51.19,10.65,12.37,7.87,8.33,49163,4.9163,9.098,0,0.078,0.139,0.109,0.093,0.24,8.19,90.8,0,0,0,0.77,0,0,9.08,0,0.077
259,4,263,15.21,202.7,0.13,2.63,1.14,0.35,0.01,0.23,53.84,41.08,0.6,0.7,0.8,0.2,0.131,1,2232,1104,1128,49.46,50.54,11.01,37.72,11.02,65.55,0,0.22,4.36,13.84,35694,3.5694,0.114,0.001,5.384,0.07,0.08,0.02,0.05,2.62,1.12,0.35,0.01,0.22,54.23,40.81,0.58,0.112,0.001,5.423
260,19,2695,7.05,13.9,0,6.67,89.46,0,0,1.16,2.71,0,0,0.07,0.05,0.02,3.357,4,34365,17501,16864,50.93,49.07,2472.30,29.73,10.18,71.01,14.87,8.31,6.34,6.73,50742,5.0742,8.946,0,0.271,0.007,0.005,0.002,0,6.93,89.14,0,0,1.2,2.73,0,0,8.914,0,0.273
261,27,2224,12.14,95.9,0.26,5.31,12.43,0.21,0,0.01,1.02,80.76,0,0.01,0,0,0.818,4,24484,12791,11693,52.24,47.76,255.31,33.26,6.98,75.56,8.54,8.12,2.3,10.51,55419,5.5419,1.243,0,0.102,0.001,0,0,0.26,5.2,11.18,0.27,0,0.01,1.15,81.92,0,1.118,0,0.115
262,55,3674,14.97,4.2,0,1.65,97.85,0,0,0,0.5,0,0,0.71,0.54,0.38,8.911,4,28174,14943,13231,53.04,46.96,6708.10,36.46,4.91,34.51,7.22,0.76,10.36,9.85,35049,3.5049,9.785,0,0.05,0.071,0.054,0.038,0,1.77,97.73,0,0,0,0.5,0,0,9.773,0,0.05
263,0,45,0.00,275.2,2.97,5.21,0.3,0.55,64.66,23.77,2.5,0,0.03,65.9,47.96,38.06,0.131,1,1708,994,714,58.20,41.80,6.21,15.4,21.66,92.62,2.28,0.7,0.69,4.96,40385,4.0385,0.03,6.466,0.25,6.59,4.796,3.806,2.97,5.21,0.29,0.56,66.07,23.18,1.69,0,0.03,0.029,6.607,0.169
264,2,567,3.53,21.6,0,7.28,6.07,0,0.57,1.92,79.76,2.58,1.81,1.8,0.38,0.37,0.755,3,1870,890,980,47.59,52.41,86.57,28.02,14.06,84.92,0.91,2.41,0.54,3.41,74519,7.4519,0.607,0.057,7.976,0.18,0.038,0.037,0,7.25,5.89,0,0.57,1.93,79.86,2.57,1.93,0.589,0.057,7.986
266,0,13,0.00,75.3,1.61,1.94,0.16,0.13,29.31,14.75,50.99,0,1.12,23.3,9.27,8.36,0.284,3,141,56,85,39.72,60.28,1.87,21.99,33.33,68.09,0,0,0,9.23,45417,4.5417,0.016,2.931,5.099,2.33,0.927,0.836,1.79,1.94,0.15,0.13,29.3,14.76,50.98,0,0.94,0.015,2.93,5.098
268,45,3136,14.35,13.9,0,4.97,94.37,0,0,0,0.66,0,0.01,1.1,1.38,1.46,5.015,4,35051,17554,17497,50.08,49.92,2521.65,31.29,12.3,60.96,4.36,7.49,5.54,8.78,63697,6.3697,9.437,0,0.066,0.11,0.138,0.146,0,5.08,94.16,0,0,0,0.75,0,0.01,9.416,0,0.075
269,0,24,0.00,414.4,0.2,1.01,0.43,2.59,40.38,18.14,23.78,13.43,0.03,24.51,0.93,0.7,0.067,1,335,158,177,47.16,52.84,0.81,25.07,21.79,94.93,0,0,3.43,8.96,37604,3.7604,0.043,4.038,2.378,2.451,0.093,0.07,0.34,1.01,0.43,2.62,40.73,17.84,23.46,13.55,0.02,0.043,4.073,2.346
270,12,1280,9.38,8.1,2.17,12.83,82.27,0.08,0.55,0.19,0,0,1.9,8.14,5.42,5.12,2.029,4,21268,10560,10708,49.65,50.35,2625.68,22.52,10.36,89.27,1.68,6.53,5.72,7.3,53960,5.396,8.227,0.055,0,0.814,0.542,0.512,2.18,13.04,82.08,0.08,0.55,0.19,0,0,1.88,8.208,0.055,0
271,15,1699,8.83,112.2,0.27,5.19,6.06,0.8,0.01,0.02,1.16,85.78,0.71,0.79,0.34,0.11,0.518,3,15649,7693,7956,49.16,50.84,139.47,37.39,7.89,55.06,1.26,14.74,3.63,10.95,47664,4.7664,0.606,0.001,0.116,0.079,0.034,0.011,0.3,5.09,5.38,0.89,0.01,0.02,1.19,86.49,0.64,0.538,0.001,0.119
272,1,95,10.53,76.7,18.12,5.32,1.85,2.93,4.13,5.27,10,40.67,11.7,10.42,27.62,25.19,0.222,2,1956,1071,885,54.75,45.25,25.50,25.97,9.36,85.28,0.72,2.45,2.37,13.78,41369,4.1369,0.185,0.413,1,1.042,2.762,2.519,19.04,5.32,1.85,2.53,4.13,5.27,10,40.69,11.17,0.185,0.413,1
273,3,255,11.76,104.3,0.19,7.3,0.14,0,80.96,9.76,1.56,0,0.08,65.95,64.57,64.22,0.210,2,3417,1798,1619,52.62,47.38,32.76,24.35,10.97,96.08,0,3.51,3.75,3.78,101767,10.1767,0.014,8.096,0.156,6.595,6.457,6.422,0.19,7.3,0.14,0,80.98,9.75,1.56,0,0.09,0.014,8.098,0.156
274,6,1595,3.76,117.2,6.21,11.34,5.4,0.45,25.54,1.68,41.26,7.79,0.33,22.14,17.9,15.26,0.730,3,19246,9533,9713,49.53,50.47,164.22,24.26,16.5,93.85,0.76,5.74,0.57,4.44,92832,9.2832,0.54,2.554,4.126,2.214,1.79,1.526,5.79,11.16,5.02,0.78,25.7,1.73,41.63,7.86,0.33,0.502,2.57,4.163
275,1,154,6.49,180.8,0.07,6.19,0.41,0,15.82,26.31,38.08,13.03,0.09,13.2,2.23,1.54,0.260,2,1680,868,812,51.67,48.33,9.29,26.55,8.27,71.37,0,0.3,0.94,9.24,75750,7.575,0.041,1.582,3.808,1.32,0.223,0.154,0.07,6.2,0.39,0,15.81,26.31,38.08,13.04,0.09,0.039,1.581,3.808
276,24,2802,8.57,53.6,0.1,26.34,35.1,0,30.16,4.81,3.48,0,0.02,35.75,22.29,20.81,1.519,4,39841,19179,20662,48.14,51.86,743.30,26.19,19.17,74.41,1.34,24.64,3.8,4.96,138869,13.8869,3.51,3.016,0.348,3.575,2.229,2.081,0.1,26.41,35.06,0,30.13,4.81,3.48,0,0.02,3.506,3.013,0.348
277,7,1924,3.64,121.4,1.05,12.4,9.42,0.01,63.48,10.82,2.22,0,0.61,55.25,37.09,35.49,0.687,3,27018,13061,13957,48.34,51.66,222.55,26.73,14.82,87.52,1.45,11.31,3.13,5.13,131727,13.1727,0.942,6.348,0.222,5.525,3.709,3.549,1.05,12.4,9.4,0.01,63.5,10.83,2.22,0,0.61,0.94,6.35,0.222
278,14,1426,9.82,9.1,0,2.95,96.9,0,0,0,0.16,0,0,0.46,0.68,0.8,3.441,4,16124,7990,8134,49.55,50.45,1771.87,32.45,12.3,45.31,1.46,1.05,7.72,7.94,49088,4.9088,9.69,0,0.016,0.046,0.068,0.08,0,2.99,96.85,0,0,0,0.16,0,0,9.685,0,0.016
279,1,162,6.17,957.4,0.01,1.42,0.08,0.36,21.74,65.34,9.71,1.28,0.08,16.42,6.81,4.69,0.032,1,1621,786,835,48.49,51.51,1.69,25.23,17.77,96.3,0,1.11,2.34,5.21,83750,8.375,0.008,2.174,0.971,1.642,0.681,0.469,0.01,1.42,0.07,0.34,21.73,65.49,9.59,1.28,0.07,0.007,2.173,0.959
280,1,415,2.41,1326,0.12,4.59,1.3,12.45,0.07,5.18,35.9,40.19,0.2,0.09,0.16,0.2,0.160,2,2288,1220,1068,53.32,46.68,1.73,43.66,2.1,76.49,0,0,13.55,10.32,27663,2.7663,0.13,0.007,3.59,0.009,0.016,0.02,0.13,4.6,1.29,12.47,0.07,5.17,35.86,40.22,0.19,0.129,0.007,3.586
281,18,1989,9.05,24.6,0,33.44,46.77,0.04,6.96,9.13,3.62,0,0.02,5.56,3.94,3.6,1.631,4,34748,17471,17277,50.28,49.72,1412.52,27.31,13.36,67.42,2.94,9.43,2.71,5.58,74707,7.4707,4.677,0.696,0.362,0.556,0.394,0.36,0,33.6,46.6,0.04,6.98,9.13,3.64,0,0.02,4.66,0.698,0.364
282,2,165,12.12,115.3,31.67,6.11,1.6,0,20.7,34.67,5.02,0.2,0.03,21.84,5.21,4.17,0.141,1,3741,1628,2113,43.52,56.48,32.45,21.73,19.54,91.45,5.03,0,3.77,13.08,35351,3.5351,0.16,2.07,0.502,2.184,0.521,0.417,31.67,6.14,1.57,0,20.76,34.63,5.01,0.2,0.03,0.157,2.076,0.501
283,0,409,0.00,0.7,0,0,99.99,0,0,0,0,0,0,0.34,0.25,0.11,4.378,4,3715,2070,1645,55.72,44.28,5307.14,21.91,3.74,60.38,3.2,8.51,10.74,7.85,50470,5.047,9.999,0,0,0.034,0.025,0.011,0,0.25,99.75,0,0,0,0,0,0,9.975,0,0
284,66,5405,12.21,13.4,0,6.79,92.55,0,0,0,0.66,0,0,0.09,0.17,0.18,1.619,4,61635,30704,30931,49.82,50.18,4599.63,31.52,8.91,48.55,4.07,19.75,7.52,8.03,48607,4.8607,9.255,0,0.066,0.009,0.017,0.018,0,6.97,92.38,0,0,0,0.65,0,0,9.238,0,0.065
285,0,71,0.00,505.1,0.01,0.55,1.01,14.3,0.01,67.08,0.03,16.72,0.29,0,0,0,0.065,1,286,151,135,52.80,47.20,0.57,27.62,8.39,98.25,2.8,0,2.91,13.19,54896,5.4896,0.101,0.001,0.003,0,0,0,0.06,0.54,1.01,14.31,0,66.98,0.03,16.78,0.29,0.101,0,0.003
286,0,38,0.00,260.9,0.23,5.03,0.23,0.29,72.37,8.04,9.74,1.61,2.47,57.69,39.71,38.96,0.188,2,889,409,480,46.01,53.99,3.41,31.5,12.6,67.38,0,1.91,5.37,9.22,35282,3.5282,0.023,7.237,0.974,5.769,3.971,3.896,0.23,5.03,0.23,0.29,72.57,7.93,9.67,1.6,2.46,0.023,7.257,0.967
287,0,28,0.00,189.8,0.01,0.82,0.08,0,57.91,29.38,11.76,0,0.05,47.14,13.38,11.78,0.027,1,266,137,129,51.50,48.50,1.40,7.14,35.71,97.37,1.88,0,4,7.69,40750,4.075,0.008,5.791,1.176,4.714,1.338,1.178,0.01,0.82,0.08,0,61.13,26.25,11.66,0,0.04,0.008,6.113,1.166
288,1,194,5.15,29.7,0.24,6.05,1.88,0.12,0,0,0,90.86,0.84,5.71,6.03,5.33,0.386,3,960,523,437,54.48,45.52,32.32,27.81,16.88,74.48,0,9.9,1.4,15.42,45833,4.5833,0.188,0,0,0.571,0.603,0.533,0.24,6.06,1.88,0.12,0,0,0,90.86,0.84,0.188,0,0
289,0,10,0.00,376.2,0.2,1.05,0,0.18,74.98,15.98,7.61,0,0.01,73.52,79.14,77.89,0.023,1,44,22,22,50.00,50.00,0.12,34.09,15.91,100,0,0,0,18.52,62083,6.2083,0,7.498,0.761,7.352,7.914,7.789,0.19,1.05,0,0.21,75.65,15.57,7.33,0,0.01,0,7.565,0.733
290,0,176,0.00,87.9,0,5.42,0.75,0.34,0,1.53,1.38,90.58,0,0,0,0,0.290,3,694,316,378,45.53,54.47,7.90,43.08,4.32,77.23,0,1.3,0.59,8.14,45417,4.5417,0.075,0,0.138,0,0,0,0,5.34,0.73,0.34,0,1.52,1.36,90.71,0,0.073,0,0.136
291,3,758,3.96,163.3,1.72,4.11,0.78,0.04,0.01,0.07,1.17,88.42,3.68,1.35,1.67,1.66,0.425,3,977,517,460,52.92,47.08,5.98,31.22,16.27,72.26,2.05,12.69,2.33,10.12,61667,6.1667,0.078,0.001,0.117,0.135,0.167,0.166,1.64,4.11,0.76,0.04,0.01,0,1.24,88.52,3.68,0.076,0.001,0.124
292,4,489,8.18,597.7,4.51,2.2,0.69,0.28,22,13.15,57.02,0.15,0,20.16,17.16,15.21,0.143,1,9186,4628,4558,50.38,49.62,15.37,21.27,19.39,96.18,2.69,1.53,1.54,5.41,59293,5.9293,0.069,2.2,5.702,2.016,1.716,1.521,4.51,2.21,0.69,0.28,22.06,13.15,56.95,0.16,0,0.069,2.206,5.695
293,11,1141,9.64,60.5,0.08,11.9,18.37,0.02,24.76,14.95,16.78,12.81,0.34,24.06,12.13,10.75,0.810,4,14005,7379,6626,52.69,47.31,231.49,27.07,10.52,86.65,2.21,5.2,3.52,4.3,77458,7.7458,1.837,2.476,1.678,2.406,1.213,1.075,0.08,12.15,17.89,0.01,24.79,14.99,16.88,12.87,0.34,1.789,2.479,1.688
294,7,740,9.46,240.1,0,1.42,4.36,42.73,0.05,5.99,0.04,44.05,1.21,0.41,0.01,0,0.251,2,5536,3070,2466,55.46,44.54,23.06,31.58,7.97,72.92,2.29,4.95,1.06,7.52,87122,8.7122,0.436,0.005,0.004,0.041,0.001,0,0,1.4,4.25,42.74,0.05,5.99,0.04,44.17,1.21,0.425,0.005,0.004
